memberId,Location,Gender,Age,Height,Size,Clothing Style,Number of Items Purchased,Variety and Selection of Sizes,Satisfaction,Likelihood to Recommend,Overall Experience
5e932cdc-b4de-48f4-b247-ac4601224f6e,Atlantic Avenue Apparel,female,18 to 24,6-foot-4 +,XS,preppy,6,5,4,5,
7cce97fe-750d-4ab7-b37c-ac4601224f6e,Big Apple Boutique,other,35 to 44,5-foot-8 to 5-foot-11,S,street wear,7,0,10,2,
eefef537-6ddc-4526-b50e-ac4601224f6e,Golden State Boutique,female,25 to 34,5 feet to 5-foot-3,XS,preppy,9,7,2,10,
f794c297-cb30-4c5a-b511-ac4601224f6e,Golden State Boutique,female,45 to 54,5-foot-4 to 5-foot-7,L,preppy,1,3,5,6,
9dccead1-cc9e-4a0f-b552-ac4601224f6e,Pacific Style Spot,male,45 to 54,5 feet to 5-foot-3,S,sports wear,9,4,0,9,
a50a6116-367e-4268-bf76-ac4601224f6e,Pacific Style Spot,female,25 to 34,5-foot-8 to 5-foot-11,XL,preppy,10,9,8,1,
51c14ae1-bd9a-492c-81f8-ac4601224f72,Atlantic Avenue Apparel,male,18 to 24,6-foot to 6-foot-3,XL,street wear,7,6,4,7,
c1996569-be00-4540-887d-ac4601224f72,Big Apple Boutique,transgender,25 to 34,6-foot to 6-foot-3,XS,oversized,7,2,0,2,
db3d1d87-4e93-4d89-98a0-ac4601224f72,Big Apple Boutique,female,55 to 64,5-foot-4 to 5-foot-7,L,oversized,9,9,1,2,
117fa881-6393-45e6-9ea2-ac4601224f72,Online,female,45 to 54,5 feet to 5-foot-3,XL,street wear,5,7,0,5,
93ec942d-b7da-4050-ae09-ac4601224f72,Atlantic Avenue Apparel,female,65+,5-foot-4 to 5-foot-7,XS,oversized,3,0,6,2,
358cc5b7-36c0-4c29-ba46-ac4601224f72,Golden State Boutique,female,55 to 64,Less than 5 feet,M,oversized,2,1,1,8,
d0bdabc2-843e-4d1c-baf7-ac4601224f72,Golden State Boutique,transgender,65+,5-foot-8 to 5-foot-11,XL,oversized,10,4,5,0,
d87aca93-1735-47dc-bb4f-ac4601224f72,Pacific Style Spot,transgender,25 to 34,6-foot to 6-foot-3,S,oversized,6,10,2,10,
440e3377-93f1-411d-bbdd-ac4601224f72,Online,male,55 to 64,5 feet to 5-foot-3,M,street wear,6,2,10,6,
b99c9fde-573d-45f6-bec2-ac4601224f72,Big Apple Boutique,other,35 to 44,5-foot-8 to 5-foot-11,XS,casual wear,4,9,8,10,
cb01f433-2ef0-4572-9fde-ac4601224f7c,Pacific Style Spot,transgender,65+,5-foot-4 to 5-foot-7,XL,preppy,4,2,5,1,
1d0f85d0-2701-4f49-b54b-ac4601224f7c,Golden State Boutique,other,18 to 24,6-foot to 6-foot-3,M,sports wear,6,5,8,7,
dc9b5b7c-790b-46b4-8235-ac4601224f69,Pacific Style Spot,other,65+,Less than 5 feet,M,street wear,3,2,3,9,
892f9f54-79c1-4a65-8267-ac4601224f69,Atlantic Avenue Apparel,female,55 to 64,5-foot-4 to 5-foot-7,XS,preppy,4,4,5,6,
210259d2-4e65-42cd-9b24-ac4601224f69,Pacific Style Spot,other,35 to 44,5 feet to 5-foot-3,S,sports wear,4,6,4,4,
18bb7a6b-2344-4373-b288-ac4601224f69,Atlantic Avenue Apparel,other,45 to 54,Less than 5 feet,XS,street wear,5,1,7,6,
66a47845-b718-4ef4-b7ee-ac4601224f69,Big Apple Boutique,other,55 to 64,5 feet to 5-foot-3,L,preppy,10,8,6,7,
aa9d0d6d-27e5-4800-805f-ac4601224f6e,Online,transgender,35 to 44,5-foot-4 to 5-foot-7,L,preppy,6,9,7,0,
75fb5c9a-8ae8-43fa-8192-ac4601224f6e,Golden State Boutique,other,45 to 54,5-foot-8 to 5-foot-11,L,street wear,2,10,3,0,
4b20014c-f17b-4d5a-84a9-ac4601224f6e,Online,transgender,65+,6-foot to 6-foot-3,M,street wear,1,3,2,6,
0a76ad0a-cf67-4eb2-86c6-ac4601224f6e,Big Apple Boutique,male,18 to 24,Less than 5 feet,XS,sports wear,8,4,7,3,
ac434559-0a42-4eea-86f3-ac4601224f6e,Golden State Boutique,female,25 to 34,Less than 5 feet,M,preppy,10,3,6,4,
d80ed57a-94fc-4112-88e5-ac4601224f6e,Golden State Boutique,transgender,18 to 24,5-foot-8 to 5-foot-11,S,preppy,8,5,2,9,
abefb19a-4b34-4dd6-8b2b-ac4601224f6e,Big Apple Boutique,female,25 to 34,Less than 5 feet,XS,casual wear,6,8,7,7,
b372ad30-0621-41d1-8c03-ac4601224f6e,Big Apple Boutique,female,65+,6-foot-4 +,M,sports wear,6,2,8,8,
4bfeec87-5563-4a5a-8c9d-ac4601224f6e,Atlantic Avenue Apparel,female,45 to 54,Less than 5 feet,XL,oversized,3,8,10,9,
d2fecc63-a996-4dde-8d26-ac4601224f6e,Atlantic Avenue Apparel,other,35 to 44,6-foot-4 +,XL,street wear,10,8,0,8,
3e4c5a0d-bc77-43df-8eb0-ac4601224f6e,Pacific Style Spot,male,65+,5 feet to 5-foot-3,S,casual wear,5,4,10,0,
d0cadfe0-eaa0-4a12-8eda-ac4601224f6e,Online,transgender,25 to 34,5 feet to 5-foot-3,XL,casual wear,5,6,0,10,
c4cca299-532d-4e16-8eec-ac4601224f6e,Big Apple Boutique,female,18 to 24,6-foot to 6-foot-3,XL,preppy,1,5,6,7,
512e66bf-50c3-403c-90ad-ac4601224f6e,Online,other,65+,6-foot to 6-foot-3,S,sports wear,5,7,4,7,
edc065a2-f366-43a7-939f-ac4601224f6e,Pacific Style Spot,transgender,18 to 24,5 feet to 5-foot-3,XS,casual wear,3,0,8,3,
3dfa8d0d-bd01-488d-93a4-ac4601224f6e,Pacific Style Spot,transgender,25 to 34,5-foot-8 to 5-foot-11,S,casual wear,5,8,0,6,
2e7fc958-5836-429b-93f6-ac4601224f6e,Golden State Boutique,transgender,35 to 44,6-foot-4 +,XL,sports wear,9,2,9,5,
67b418d0-3aa1-481b-952d-ac4601224f6e,Online,male,45 to 54,6-foot-4 +,S,preppy,10,8,10,5,
d8f94d6e-8f9b-438e-95c1-ac4601224f6e,Big Apple Boutique,other,45 to 54,5-foot-8 to 5-foot-11,S,preppy,4,10,8,1,
09bf48b0-f987-4c6c-95e9-ac4601224f6e,Online,other,35 to 44,5-foot-8 to 5-foot-11,XS,preppy,4,2,2,0,
52a947c3-924f-4e2c-95f4-ac4601224f6e,Atlantic Avenue Apparel,male,25 to 34,Less than 5 feet,XL,oversized,2,3,9,1,
5830fc5b-9552-4a8a-9621-ac4601224f6e,Atlantic Avenue Apparel,other,55 to 64,5 feet to 5-foot-3,M,sports wear,10,7,6,9,
c7aa1a2d-9272-4435-966f-ac4601224f6e,Pacific Style Spot,female,35 to 44,6-foot-4 +,S,casual wear,5,5,10,7,
56a3eee7-1f6e-48a5-9752-ac4601224f6e,Golden State Boutique,other,35 to 44,5-foot-8 to 5-foot-11,S,preppy,8,4,5,9,
f002b4f2-0649-4f45-9a0b-ac4601224f6e,Atlantic Avenue Apparel,male,65+,Less than 5 feet,XS,casual wear,7,1,10,7,
dad5ad84-4890-47ba-9ad3-ac4601224f6e,Big Apple Boutique,other,35 to 44,6-foot-4 +,L,preppy,2,4,3,0,
bc72158d-7663-4195-9b87-ac4601224f6e,Online,transgender,35 to 44,6-foot-4 +,XL,preppy,7,8,9,5,
a4f1c687-595a-4681-9be9-ac4601224f6e,Atlantic Avenue Apparel,other,65+,5 feet to 5-foot-3,M,oversized,1,0,0,9,
a7bcc4fb-1637-487d-a0a8-ac4601224f6e,Atlantic Avenue Apparel,transgender,35 to 44,5-foot-8 to 5-foot-11,XL,oversized,7,6,4,10,
aefc4f86-6567-4113-a188-ac4601224f6e,Atlantic Avenue Apparel,male,35 to 44,5 feet to 5-foot-3,L,casual wear,9,8,8,0,
2330283c-8018-405f-a3a7-ac4601224f6e,Big Apple Boutique,other,35 to 44,6-foot-4 +,XS,preppy,5,4,2,8,
7ce6fc8b-fc7b-4a1a-a699-ac4601224f6e,Big Apple Boutique,other,65+,6-foot-4 +,S,street wear,8,8,9,8,
d7ebc9c3-4e93-4ca3-a6dc-ac4601224f6e,Big Apple Boutique,transgender,55 to 64,Less than 5 feet,XL,street wear,8,5,0,10,
c38a30ee-14b6-4515-a95a-ac4601224f6e,Golden State Boutique,other,18 to 24,5-foot-4 to 5-foot-7,XL,oversized,1,10,8,2,
4325f5cc-c834-4792-aabd-ac4601224f6e,Pacific Style Spot,male,65+,6-foot-4 +,L,oversized,2,7,7,6,
97d3daa6-8e94-4edc-abc9-ac4601224f6e,Golden State Boutique,other,45 to 54,Less than 5 feet,XS,street wear,9,2,1,3,
41381f0c-c020-40ef-ac57-ac4601224f6e,Big Apple Boutique,transgender,25 to 34,Less than 5 feet,M,preppy,4,8,8,7,
b38f7e89-ac92-4a5f-ade8-ac4601224f6e,Golden State Boutique,male,45 to 54,6-foot-4 +,XL,casual wear,2,1,2,6,
909728d6-060d-4c65-ae9a-ac4601224f6e,Golden State Boutique,female,35 to 44,6-foot-4 +,S,sports wear,8,5,4,8,
30b06b15-4599-4fc0-b0c8-ac4601224f6e,Online,female,55 to 64,6-foot-4 +,M,preppy,1,1,8,7,
75f17b80-0158-4f8e-b125-ac4601224f6e,Golden State Boutique,female,18 to 24,5-foot-8 to 5-foot-11,XS,sports wear,10,4,8,7,
908ded28-80dd-468c-b1bf-ac4601224f6e,Pacific Style Spot,male,18 to 24,6-foot-4 +,XL,preppy,3,7,2,6,
0e71be9d-b98d-45f7-b384-ac4601224f6e,Pacific Style Spot,other,45 to 54,6-foot-4 +,XS,sports wear,9,3,8,8,
50db71df-a23f-4a88-b3ed-ac4601224f6e,Atlantic Avenue Apparel,male,55 to 64,5-foot-8 to 5-foot-11,L,oversized,6,10,0,2,
d2f257c9-ac3d-460e-b614-ac4601224f6e,Golden State Boutique,other,65+,5-foot-8 to 5-foot-11,S,street wear,8,7,1,0,
f7f89757-0590-468e-b79d-ac4601224f6e,Online,transgender,45 to 54,Less than 5 feet,S,oversized,10,2,9,4,
2abf2117-707f-4857-b87d-ac4601224f6e,Online,female,35 to 44,5-foot-8 to 5-foot-11,S,casual wear,7,0,5,3,
c24fdd60-f959-49ce-b8e3-ac4601224f6e,Atlantic Avenue Apparel,other,45 to 54,6-foot-4 +,M,oversized,1,10,8,2,
cb1f993b-8690-4aa7-b9fb-ac4601224f6e,Golden State Boutique,other,18 to 24,5-foot-4 to 5-foot-7,S,sports wear,4,0,0,9,
684630a3-927d-4484-bafe-ac4601224f6e,Pacific Style Spot,other,18 to 24,Less than 5 feet,XS,street wear,2,0,6,7,
45485293-ef22-4d2a-bbbe-ac4601224f6e,Golden State Boutique,male,35 to 44,6-foot-4 +,M,oversized,3,6,0,7,
19c618da-21a6-414b-bd96-ac4601224f6e,Pacific Style Spot,transgender,35 to 44,5-foot-8 to 5-foot-11,L,oversized,9,10,10,5,
b5107311-e9d8-438a-832d-ac4601224f72,Pacific Style Spot,other,55 to 64,6-foot-4 +,XS,preppy,6,5,4,3,
4d7b5930-4d8a-45b7-834e-ac4601224f72,Online,transgender,18 to 24,6-foot-4 +,XS,preppy,5,8,6,7,
5e9b16cf-9cbd-4563-83b3-ac4601224f72,Golden State Boutique,transgender,25 to 34,Less than 5 feet,S,preppy,10,2,6,8,
c1e23aa7-c2d9-4f91-8400-ac4601224f72,Pacific Style Spot,transgender,35 to 44,5-foot-4 to 5-foot-7,L,sports wear,3,1,1,3,
587edf95-327d-4de9-84ac-ac4601224f72,Online,male,45 to 54,5-foot-8 to 5-foot-11,L,street wear,5,5,10,0,
7729d69c-58f9-44b7-858b-ac4601224f72,Atlantic Avenue Apparel,other,45 to 54,5-foot-8 to 5-foot-11,S,casual wear,7,3,5,2,
96d512eb-cacf-46d4-862c-ac4601224f72,Golden State Boutique,transgender,25 to 34,5 feet to 5-foot-3,S,preppy,10,6,3,0,
9c2c893a-5f8b-4574-870a-ac4601224f72,Pacific Style Spot,female,55 to 64,Less than 5 feet,XL,street wear,4,9,3,6,
54c05b72-a361-496f-87ae-ac4601224f72,Online,male,18 to 24,5 feet to 5-foot-3,L,sports wear,8,1,7,5,
bf378376-f00c-4ed7-88f9-ac4601224f72,Atlantic Avenue Apparel,female,65+,5-foot-4 to 5-foot-7,L,preppy,10,8,0,6,
922e619c-e71d-4c78-8c79-ac4601224f72,Pacific Style Spot,other,65+,5 feet to 5-foot-3,L,casual wear,10,2,6,2,
8801889f-7e5e-4ee6-8d39-ac4601224f72,Golden State Boutique,female,65+,5-foot-4 to 5-foot-7,S,oversized,1,4,5,8,
a0401751-02d0-4242-8f74-ac4601224f72,Online,transgender,55 to 64,5 feet to 5-foot-3,XL,sports wear,7,1,6,3,
52f0c6e8-750a-4dcf-9195-ac4601224f72,Pacific Style Spot,male,65+,5-foot-8 to 5-foot-11,S,oversized,1,9,10,6,
b5577de5-686b-424c-9292-ac4601224f72,Big Apple Boutique,other,18 to 24,5 feet to 5-foot-3,L,preppy,3,3,0,2,
cf41f622-07e4-4558-948e-ac4601224f72,Big Apple Boutique,male,55 to 64,5 feet to 5-foot-3,XL,street wear,4,6,10,6,
46e3338b-4df8-438d-94fc-ac4601224f72,Golden State Boutique,transgender,35 to 44,6-foot to 6-foot-3,XS,oversized,2,9,5,8,
9efdca09-7185-4702-95c9-ac4601224f72,Golden State Boutique,transgender,45 to 54,6-foot-4 +,XL,sports wear,3,6,5,6,
75d970b2-71df-45d8-9670-ac4601224f72,Pacific Style Spot,other,25 to 34,5-foot-8 to 5-foot-11,XL,preppy,3,10,1,6,
13d75989-bf66-4156-9801-ac4601224f72,Pacific Style Spot,female,35 to 44,5 feet to 5-foot-3,XS,oversized,2,6,9,3,
6f796d00-4869-4c5f-98d4-ac4601224f72,Golden State Boutique,male,45 to 54,6-foot to 6-foot-3,XS,oversized,9,9,1,2,
7bc9b176-ef19-464a-9901-ac4601224f72,Online,transgender,45 to 54,5-foot-8 to 5-foot-11,XL,oversized,2,10,7,6,
0c3d2aa8-45c9-495e-9960-ac4601224f72,Pacific Style Spot,transgender,65+,6-foot to 6-foot-3,L,street wear,8,5,3,0,
dd1c9c67-690c-4b3d-9972-ac4601224f72,Pacific Style Spot,transgender,45 to 54,6-foot-4 +,S,street wear,4,3,0,1,
8e7f869d-c25f-460d-9c7a-ac4601224f72,Big Apple Boutique,female,65+,5 feet to 5-foot-3,XS,casual wear,7,4,9,7,
d2a30454-ffbd-4735-9d67-ac4601224f72,Atlantic Avenue Apparel,transgender,65+,6-foot to 6-foot-3,XL,street wear,4,7,3,8,
3adcf2eb-9962-4892-9ea4-ac4601224f72,Big Apple Boutique,male,35 to 44,5-foot-4 to 5-foot-7,XL,sports wear,4,9,10,2,
ac6dcda3-7cd2-4527-a27c-ac4601224f72,Pacific Style Spot,transgender,18 to 24,5-foot-8 to 5-foot-11,S,preppy,10,7,10,2,
133d7c99-2b29-4976-a69d-ac4601224f72,Online,female,55 to 64,6-foot to 6-foot-3,XL,sports wear,9,3,10,9,
f90918ce-efe3-437d-a799-ac4601224f72,Pacific Style Spot,other,25 to 34,6-foot to 6-foot-3,S,casual wear,4,9,2,10,
0df2f228-0fa9-4dd1-a8d5-ac4601224f72,Atlantic Avenue Apparel,male,25 to 34,6-foot to 6-foot-3,L,sports wear,4,9,3,7,
2ace98d0-5a16-4481-a985-ac4601224f72,Atlantic Avenue Apparel,transgender,65+,5-foot-4 to 5-foot-7,L,sports wear,7,4,9,0,
af65ebdd-000f-4ab6-aa3b-ac4601224f72,Big Apple Boutique,male,45 to 54,5-foot-8 to 5-foot-11,XL,casual wear,5,8,10,3,
ce18f9ac-d422-4057-aa4b-ac4601224f72,Online,other,55 to 64,5-foot-8 to 5-foot-11,M,preppy,2,1,3,4,
e57cc4f8-651f-4275-ab09-ac4601224f72,Atlantic Avenue Apparel,transgender,35 to 44,5 feet to 5-foot-3,XL,oversized,5,7,5,8,
eca39574-6871-4786-ab51-ac4601224f72,Big Apple Boutique,male,65+,6-foot-4 +,XL,sports wear,1,4,9,9,
d1fb830d-f9c0-418e-ab95-ac4601224f72,Atlantic Avenue Apparel,female,65+,6-foot-4 +,XL,street wear,9,7,7,2,
2b92028a-55df-4adc-ae3d-ac4601224f72,Big Apple Boutique,male,35 to 44,5 feet to 5-foot-3,L,street wear,8,10,9,5,
8373f08e-0b62-4f35-b0a5-ac4601224f72,Online,transgender,65+,5-foot-8 to 5-foot-11,XL,street wear,1,8,4,2,
fe24c4ce-bd87-451b-b1b1-ac4601224f72,Pacific Style Spot,transgender,18 to 24,6-foot-4 +,XL,sports wear,7,9,5,5,
665af91b-4cd6-4c77-b214-ac4601224f72,Online,transgender,25 to 34,5-foot-4 to 5-foot-7,XS,casual wear,6,9,7,2,
d2e2f86f-6e1d-4079-b3ed-ac4601224f72,Big Apple Boutique,transgender,18 to 24,5-foot-8 to 5-foot-11,XS,oversized,2,6,1,6,
3db11e1e-8994-46d9-b439-ac4601224f72,Online,male,55 to 64,5 feet to 5-foot-3,L,oversized,10,8,6,1,
f4c3aecc-965d-4cd2-b4d5-ac4601224f72,Big Apple Boutique,male,35 to 44,5-foot-4 to 5-foot-7,S,sports wear,9,4,2,6,
2f767128-1be7-47eb-b506-ac4601224f72,Atlantic Avenue Apparel,female,25 to 34,5-foot-4 to 5-foot-7,L,preppy,9,2,8,1,
93181b7c-557a-454a-b833-ac4601224f72,Atlantic Avenue Apparel,transgender,65+,6-foot to 6-foot-3,XL,street wear,1,5,4,4,
76ebf4fa-38aa-4f2e-b876-ac4601224f72,Golden State Boutique,transgender,65+,5 feet to 5-foot-3,S,preppy,4,7,2,8,
0db1768b-b9e9-43dd-b9b4-ac4601224f72,Pacific Style Spot,other,25 to 34,6-foot to 6-foot-3,S,sports wear,2,8,2,5,
5c09251c-5119-4e9d-bbc6-ac4601224f72,Atlantic Avenue Apparel,female,35 to 44,Less than 5 feet,XL,preppy,3,10,3,9,
9a648933-06a1-4605-bd7d-ac4601224f72,Pacific Style Spot,female,45 to 54,5-foot-8 to 5-foot-11,S,casual wear,10,1,10,8,
35d09844-99c8-42e4-bdea-ac4601224f72,Online,other,45 to 54,6-foot to 6-foot-3,S,street wear,7,0,2,10,
5f0dea3a-b88b-4058-be53-ac4601224f72,Atlantic Avenue Apparel,female,18 to 24,5 feet to 5-foot-3,M,oversized,4,5,0,0,
0327352e-e0d2-4f9d-bf85-ac4601224f72,Pacific Style Spot,male,18 to 24,Less than 5 feet,XS,oversized,10,1,3,0,
49f4984c-baff-4d58-bf9c-ac4601224f72,Atlantic Avenue Apparel,male,65+,5 feet to 5-foot-3,L,preppy,5,2,0,10,
521a813a-8188-4e8a-81bc-ac4601224f77,Pacific Style Spot,male,45 to 54,Less than 5 feet,S,oversized,9,1,9,7,
e0cb0a3c-40ee-4c3c-8238-ac4601224f77,Atlantic Avenue Apparel,male,65+,5 feet to 5-foot-3,XS,oversized,9,1,0,0,
3fe554aa-3200-4fa1-825f-ac4601224f77,Pacific Style Spot,male,45 to 54,5 feet to 5-foot-3,L,sports wear,4,1,5,2,
cc749ce2-1e31-4548-829e-ac4601224f77,Golden State Boutique,transgender,45 to 54,5-foot-4 to 5-foot-7,XL,oversized,8,3,8,3,
fb41b1d4-01a4-4cca-834e-ac4601224f77,Atlantic Avenue Apparel,other,25 to 34,Less than 5 feet,XL,casual wear,3,8,4,10,
2bf2192c-ba46-4a8e-84c1-ac4601224f77,Golden State Boutique,transgender,35 to 44,5 feet to 5-foot-3,XS,sports wear,3,8,9,8,
a0d04bc8-3c66-4e50-8506-ac4601224f77,Pacific Style Spot,other,35 to 44,Less than 5 feet,XS,casual wear,5,4,4,0,
c555c4d9-4cce-459e-8514-ac4601224f77,Online,transgender,25 to 34,5-foot-8 to 5-foot-11,L,preppy,2,6,7,10,
fea1e8e0-2ff6-42d7-879e-ac4601224f77,Golden State Boutique,female,25 to 34,6-foot to 6-foot-3,XS,street wear,6,4,2,8,
02ab266a-c109-432e-8866-ac4601224f77,Golden State Boutique,female,18 to 24,6-foot-4 +,S,oversized,10,2,5,10,
ea92ed14-c2d6-44f1-88de-ac4601224f77,Golden State Boutique,female,65+,5 feet to 5-foot-3,L,casual wear,2,5,7,10,
33f9b3bb-16fe-4419-894f-ac4601224f77,Atlantic Avenue Apparel,transgender,35 to 44,5 feet to 5-foot-3,S,street wear,4,6,1,4,
e3a2efb8-1932-4a87-8993-ac4601224f77,Atlantic Avenue Apparel,transgender,55 to 64,Less than 5 feet,XL,oversized,8,5,8,9,
da028b06-8748-4c75-8bf4-ac4601224f77,Golden State Boutique,male,18 to 24,Less than 5 feet,M,preppy,4,0,9,9,
d999f7bc-bb1e-442b-8ccc-ac4601224f77,Atlantic Avenue Apparel,other,35 to 44,5 feet to 5-foot-3,XL,street wear,10,1,6,7,
de250c29-f64b-44d9-8ce1-ac4601224f77,Pacific Style Spot,other,55 to 64,5 feet to 5-foot-3,L,oversized,8,9,5,6,
f3483853-9991-44a8-8dec-ac4601224f77,Golden State Boutique,other,25 to 34,5-foot-8 to 5-foot-11,L,casual wear,10,8,0,9,
825d8ade-9d1c-4ee1-8f21-ac4601224f77,Big Apple Boutique,female,55 to 64,5-foot-8 to 5-foot-11,XL,casual wear,1,3,2,7,
f18ab935-3875-4d99-8f63-ac4601224f77,Golden State Boutique,male,25 to 34,6-foot to 6-foot-3,L,sports wear,10,4,3,0,
f06f5641-4e6c-4816-901c-ac4601224f77,Big Apple Boutique,other,65+,5 feet to 5-foot-3,S,casual wear,4,0,2,6,
209ebe42-e805-458a-90cf-ac4601224f77,Atlantic Avenue Apparel,male,55 to 64,6-foot to 6-foot-3,S,oversized,6,10,10,9,
345dfaca-4e28-4387-90d9-ac4601224f77,Online,transgender,35 to 44,5-foot-8 to 5-foot-11,M,casual wear,1,10,3,9,
e6472fa9-59bb-4ed5-90e3-ac4601224f77,Big Apple Boutique,other,65+,5-foot-8 to 5-foot-11,M,street wear,6,3,2,6,
9e62703a-1612-4e23-917d-ac4601224f77,Golden State Boutique,male,45 to 54,6-foot to 6-foot-3,M,oversized,4,6,8,2,
a6ce00ff-5238-45bf-9233-ac4601224f77,Atlantic Avenue Apparel,female,35 to 44,6-foot-4 +,XL,casual wear,5,8,10,10,
0536040a-82f7-492b-92af-ac4601224f77,Big Apple Boutique,transgender,45 to 54,5 feet to 5-foot-3,L,street wear,6,0,8,8,
9492d5cf-4e13-4e4c-92be-ac4601224f77,Big Apple Boutique,other,25 to 34,5 feet to 5-foot-3,XS,sports wear,10,10,5,10,
2922d996-86ad-4830-94b2-ac4601224f77,Pacific Style Spot,male,55 to 64,6-foot to 6-foot-3,L,casual wear,4,2,6,7,
11d61127-5eb9-42d0-94cd-ac4601224f77,Golden State Boutique,female,65+,6-foot to 6-foot-3,S,sports wear,1,9,5,1,
d18afae1-765c-47ee-9629-ac4601224f77,Big Apple Boutique,other,65+,6-foot to 6-foot-3,XL,casual wear,6,7,7,3,
d028c578-be19-4bad-9801-ac4601224f77,Big Apple Boutique,transgender,55 to 64,5 feet to 5-foot-3,L,oversized,10,4,2,9,
c85bfd18-f8a4-42d1-9812-ac4601224f77,Online,female,35 to 44,5 feet to 5-foot-3,XS,preppy,7,5,9,1,
e8c9a609-7098-44bc-9aef-ac4601224f77,Big Apple Boutique,male,35 to 44,Less than 5 feet,S,street wear,9,5,8,9,
c82b0211-c675-4b19-9c11-ac4601224f77,Atlantic Avenue Apparel,female,55 to 64,5 feet to 5-foot-3,L,casual wear,1,0,7,10,
c99d8b3e-6cdc-4a16-9c1d-ac4601224f77,Atlantic Avenue Apparel,transgender,55 to 64,6-foot-4 +,M,preppy,8,2,5,6,
0f02e07d-bd97-4220-9c4a-ac4601224f77,Golden State Boutique,other,45 to 54,6-foot-4 +,L,preppy,5,0,7,2,
d9baa2b1-d57c-4580-9c70-ac4601224f77,Big Apple Boutique,male,35 to 44,6-foot-4 +,XL,casual wear,2,6,6,2,
df0105ff-7450-495a-9d8c-ac4601224f77,Pacific Style Spot,transgender,65+,Less than 5 feet,S,street wear,9,0,4,8,
4fa65c2a-9d5b-4899-9dd2-ac4601224f77,Pacific Style Spot,transgender,18 to 24,6-foot to 6-foot-3,M,street wear,3,8,9,6,
810a9420-ab85-43a1-9deb-ac4601224f77,Big Apple Boutique,transgender,45 to 54,5-foot-4 to 5-foot-7,S,casual wear,3,7,0,2,
6e0e8263-cdf6-4618-9e65-ac4601224f77,Pacific Style Spot,female,25 to 34,5-foot-8 to 5-foot-11,M,casual wear,10,5,1,6,
1f7558fd-5ad7-438f-9ec2-ac4601224f77,Pacific Style Spot,male,55 to 64,5 feet to 5-foot-3,L,oversized,4,2,1,3,
03f80c22-28b1-4f75-a0fa-ac4601224f77,Online,other,55 to 64,Less than 5 feet,M,street wear,10,10,3,6,
39dd1766-9dce-46d6-a125-ac4601224f77,Golden State Boutique,male,25 to 34,6-foot-4 +,S,preppy,9,6,1,1,
98c3ea1d-33c9-4a09-a198-ac4601224f77,Big Apple Boutique,female,55 to 64,6-foot to 6-foot-3,XS,oversized,7,4,6,9,
06457ab2-c8a3-4981-a1c3-ac4601224f77,Pacific Style Spot,transgender,35 to 44,6-foot to 6-foot-3,XL,sports wear,5,3,8,2,
3742a472-3c09-4349-a3e4-ac4601224f77,Atlantic Avenue Apparel,transgender,45 to 54,5-foot-4 to 5-foot-7,XL,casual wear,3,10,3,4,
89039870-bbf0-4982-a553-ac4601224f77,Big Apple Boutique,female,65+,Less than 5 feet,L,sports wear,1,5,8,7,
f01c63e6-a963-4681-a5ca-ac4601224f77,Golden State Boutique,female,55 to 64,5-foot-8 to 5-foot-11,S,oversized,8,7,7,10,
5fcbdff1-e18f-437d-a5e7-ac4601224f77,Pacific Style Spot,male,35 to 44,6-foot-4 +,S,casual wear,7,4,4,5,
8ddacb06-ec6e-4afe-a714-ac4601224f77,Online,male,65+,5-foot-8 to 5-foot-11,XS,preppy,7,7,10,4,
1da3e32d-8dba-40f2-a75c-ac4601224f77,Atlantic Avenue Apparel,female,45 to 54,Less than 5 feet,XL,street wear,2,2,2,9,
1d9b08d7-937e-45d8-a789-ac4601224f77,Online,other,45 to 54,5-foot-8 to 5-foot-11,XS,street wear,2,1,10,2,
086584bf-f66e-4dbd-aa76-ac4601224f77,Big Apple Boutique,female,45 to 54,5-foot-4 to 5-foot-7,L,sports wear,6,7,2,5,
e11d09e3-f249-443d-ac27-ac4601224f77,Golden State Boutique,male,55 to 64,6-foot-4 +,XS,preppy,4,6,1,0,
30ad06c2-9076-4fe7-ad0c-ac4601224f77,Online,other,18 to 24,5-foot-4 to 5-foot-7,XL,sports wear,8,2,3,10,
240028ad-547a-4ecf-ad96-ac4601224f77,Atlantic Avenue Apparel,transgender,45 to 54,5-foot-8 to 5-foot-11,XS,preppy,6,7,6,6,
f83d8ef7-67db-4bb5-ae02-ac4601224f77,Atlantic Avenue Apparel,female,65+,Less than 5 feet,XL,preppy,9,6,1,5,
dff2f157-dfb9-4149-af7a-ac4601224f77,Atlantic Avenue Apparel,female,45 to 54,5-foot-8 to 5-foot-11,XL,preppy,7,7,10,7,
901c7ed0-7916-46c6-afd2-ac4601224f77,Pacific Style Spot,male,55 to 64,6-foot-4 +,XL,street wear,6,9,7,10,
77758f25-21f2-48ee-afd7-ac4601224f77,Online,transgender,18 to 24,6-foot to 6-foot-3,S,preppy,7,7,5,0,
3a7d28a1-d194-47be-aff2-ac4601224f77,Big Apple Boutique,other,25 to 34,5-foot-4 to 5-foot-7,S,street wear,10,2,2,6,
532204a3-8f4e-41fe-b0d7-ac4601224f77,Big Apple Boutique,female,65+,6-foot-4 +,L,oversized,7,4,7,3,
